Collected Links,Outside PDF Text
/contentassets/d0239ff524f14680897d985588894b41/tydligare-bestammelser-om-ersattning-vid-avslag-pa-ansokningar-om-tillstand-till-avverkning-i-fjallnara-skog-prop.-202122207.pdf,NO CONTENT
/contentassets/e18e46482a92431dbeeeaf27033c3fde/uppdrag-till-myndigheten-for-samhallsskydd-och-beredskap-att-lamna-forslag-pa-atgarder-for-att-starka-det-civila-forsvaret.pdf,NO CONTENT
/contentassets/b99412206e2146ed835213b63b3c6363/uppdrag-att-fordela-medel-till-utbildningar-for-nyanlanda-och-asylsokande-med-erfarenhet-av-arbete-inom-halso-och-sjukvard-eller-utlandsk-vardutbildning.pdf,NO CONTENT
/contentassets/89f57ccedf5f467d94d900c20881dfe9/riksrevisionens-rapport-om--ekobrottsmyndighetens-arbete-mot-den--organiserade-ekonomiska-brottsligheten-skr.-202122205.pdf,NO CONTENT
/contentassets/518785554e1f46e1af1c35454852d695/vagar-till-hallbara-vattentjanster-prop.-202122208,NO CONTENT
/contentassets/653612ab15fc4f2fbaf54dda97b4bab9/hittegods-i-kollektivtrafiken-prop.-202122218.pdf,NO CONTENT
/contentassets/11ffe0c6753a4bb58487a3459057251b/kommenterad-dagordning-infor-radet-for-utrikes-fragor-den-11-april-2022.pdf,NO CONTENT
/contentassets/3f7aef3d32b84880af4a4454b2684880/uppdrag-att-betala-ut-statsbidrag-till-regionerna-for-att-oka-antalet-vardplatser.pdf,NO CONTENT
/contentassets/fb37ae8e6dba40a8abfb7e24c35e3f72/certifierade-byggprojekteringsforetag--en-mer-forutsagbar-byggprocess-prop.-202122212.pdf,NO CONTENT
/contentassets/07ac83830e8a4cae9ab9edda0c933893/en-ny-lag-om-foretagsrekonstruktion-prop.-202122215.pdf,NO CONTENT
/contentassets/8b85588f346848d2bb31491203492807/snabbare-och-enklare-verkstallighet-av-myndighetsbeslut-prop.-202122206.pdf,NO CONTENT
/contentassets/ef189c91ae954f9484dfd16c16354d3e/utbetalning-av-medel-till-regionerna-for-covid-19-relaterad-vard-och-uppskjuten-vard.pdf,NO CONTENT
NO CONTENT,"På regeringen.se använder vi kakor för att löpande förbättra webbplatsen. Du väljer själv om du accepterar kakor.Läs om kakor
Huvudnavigering
Huvudnavigering
Publicerad04 april 2022
Regeringen uppdrar åt Läkemedelsverket att uppdatera, förvalta och tillgängliggöra Läkemedelsboken. Läkemedelsverket ska utgå från den förstudie som myndigheten redovisat om en förnyad modell för tillhandahållande av Läkemedelsboken.
Läkemedelsverket ska
Läkemedelsverket slutredovisar arbetet senast den 31 mars 2024.
– en utvärdering
Publicerad15 november 2023·Rättsliga dokument,Statens offentliga utredningarfrånSocialdepartementet
Publicerad14 november 2023·RegeringsuppdragfrånRegeringen,Socialdepartementet
Publicerad13 november 2023·PressmeddelandefrånAcko Ankarberg Johansson,Socialdepartementet
Publicerad09 november 2023·RemissfrånSocialdepartementet
Publicerad09 november 2023·Departementsserien och promemorior,Rättsliga dokumentfrånSocialdepartementet
Regeringskansliet103 33 StockholmVäxel 08-405 10 00
Det här är regeringens och Regeringskansliets gemensamma webbplats."
/contentassets/ba5e686568574392aa4bb91da1eda29f/uppdrag-att-genomfora-insatser-for-en-forbattrad-forlossningsvard-samt-for-kvinnors-halsa.pdf,NO CONTENT
/contentassets/1b3fdfa3e5f243768254f06e42ded6b1/remissinstanser-startlan-till-forstagangskopare-av-bostad.pdf,NO CONTENT
/contentassets/e41910a6dc674a8c92d013882634eb1b/uppdrag-att-betala-ut-medel-for-piloter-inom-precisionsmedicin.pdf,NO CONTENT
/contentassets/4f8335e5502c4cf7a0ed38214227c488/forlangd-tid-for-uppdraget-att-forebygga-hudcancer.pdf,NO CONTENT
/contentassets/118ae0791d104952ac333533b57a9031/utbetalning-av-medel-till-kommuner-for-arbete-med-tillsyn-av-tillfalliga-smittskyddsatgarder-pa-serveringsstallen.pdf,NO CONTENT
/contentassets/5563926cf5244002a1645c13b35e294b/startlan-till-forstagangskopare-av-bostad-sou-202212.pdf,NO CONTENT
/contentassets/273ec814bcfb40f7965888da365dec60/uppdrag-att-sammanstalla-och-tillgangliggora-kunskap-om-olika-tobaks--och-nikotinprodukters-skadeverkningar.pdf,NO CONTENT
/contentassets/dcbcde02a6f44c078d7dafbba0266e16/uppdrag-att-fordela-och-betala-ut-medel-for-att-oka-antalet-allmantjanstgoringstjanster.pdf,NO CONTENT
/contentassets/530fbfc1d839410d88a289a6be96a5d3/uppdrag-att-foresla-insatser-for-att-starka-attraktiviteten-och-kompetensforsorjningen-av-barnmorskor-i-forlossningsvarden.pdf,NO CONTENT
/contentassets/cabbfd56f3eb4577964c0a3b0837c91e/uppdrag-att-med-anledning-av-invasionen-av-ukraina-fora-lopande.pdf,NO CONTENT
/contentassets/3baf1e75653e4d9382255adc86089a0d/remissinstanser-for-tillfalligt-tillaggsbidrag-till-barnfamiljer-inom-bostadsbidraget-med-anledning-av-okade-levnadsomkostnader.pdf,NO CONTENT
/contentassets/167d914e1a6b4d0a8b73db828d286ace/uppdrag-till-migrationsverket-att-astadkomma-en-jamn-fordelning-mellan-kommuner-for-boenden-for-skyddsbehovande-enligt-massflyktsdirektivet.pdf,NO CONTENT
/contentassets/c29d5af2b8284eae984a8f5cbf32c567/uppdrag-till-lansstyrelserna-att-delta-i-genomforandet-av-migrationsverkets-uppdrag-att-anskaffa-boenden-for-skyddsbehovande-enligt-massflyktsdirektivet.pdf,NO CONTENT
/contentassets/cf780cca02bb492da65a8e05ae9fe3a5/uppdrag-att-genomfora-politikernas-trygghetsundersokning-for-valaret-2022.pdf,NO CONTENT
/contentassets/e376b86c5d48499fb62b0a0301e1fe09/anpassningar-till-eus-marknadskontrollforordning-slutlig.pdf,NO CONTENT
/contentassets/a5663b2c59484e8f96e05130e5b728c7/ett-effektivt-straffrattsligt-skydd-for-statliga-stod-till-foretag-dir.-202225.pdf,NO CONTENT
/contentassets/4d7616d335b14e099324a392e3c4a4d1/ratt-till-betalkonto-i-fler-banker.pdf,NO CONTENT
/contentassets/7c9c432151b148508f95e20267b01779/strategi-for-sveriges-samarbete-med-internationella-arbetsorganisationen-ilo-2022-2025.pdf,NO CONTENT
/contentassets/cc3434db1506438a8f0443872bd7036b/ett-forstarkt-lagstod-for-utlamnande-av-sekretesskyddade-uppgifter-till-utlandet-sou-202216/,NO CONTENT
/contentassets/6e411ac50fb34692ae69a98be21ce826/prop--2021-22-200.pdf,NO CONTENT
/contentassets/9fcbd3a3b4d84400877512983bb0f365/prop.-2021_22_204.pdf,NO CONTENT
/contentassets/4b37711be4154f1095ab032954641b4b/godstransporter-pa-vag--vissa-fragestallningar-kring-ett-nytt-miljostyrande-system-sou-202213.pdf,NO CONTENT
/contentassets/fc6d481b27e3432e8af75993d12c55c7/kommenterad-dagordning-radets-mote-utbildning-ungdom-kultur-och-idrott-den-45-april-2022.pdf,NO CONTENT
/contentassets/8f48766ec8be41c28ebb9a8735a8d955/aktivitetskravet-i-plan--och-bygglagen.pdf,NO CONTENT
/contentassets/35efa4f854384aecbc7486f3877471b3/insatser-pa-plan--och-byggomradet-med-anledning-av-invasionen-av-ukraina-prop.-202122211.pdf,NO CONTENT
/contentassets/bac9cd97318548c0ade21065d76caba0/statsradsberedningen.pdf,NO CONTENT
/contentassets/d11f08fc8d994efbb189b2e61128e6c4/uppdrag-att-utreda-behov-av-forfattningsandringar-i-syfte-att-forhindra-spridning-av-och-skydda-vissa-uppgifter.pdf,NO CONTENT
/contentassets/0b95bc9d5e7b4cf8828f5e8a356d16e5/remissinstanser-for-innehallsvillkor-for-public-service-pa-internet-och-ordningen-for-beslut-vid-forhandsprovning-sou-20225-.pdf,NO CONTENT
/contentassets/c5a93f86bfb04460bfbfaa24db253980/uppdrag-till-sametinget-att-vidta-sprakvardande-insatser-samt-att-arbeta-med-sprakteknologi-for-att-starka-och-utveckla-det-samiska-spraket.pdf,NO CONTENT
/contentassets/c0b6ef0867404e05b4b2c4e2298c12b4/remissinstanser--sank-troskeln-till-en-god-bostad.pdf,NO CONTENT
/contentassets/d99a2b0531db40f0b2a070f881fd7e9a/sank-troskeln-till-en-god-bostad-sou-202214.pdf,NO CONTENT
/contentassets/1ac41067f9dc404ebd5b6a3c34257625/utvecklingen-pa-it-omradet-nar-det-galler-integritet-och-ny-teknik-skr.-202122203.pdf,NO CONTENT
/contentassets/627e748e8c35462da1504e04a90d5afa/en-modell-for-att-mata-och-belona-progression-inom-sfi-sou-202217/,NO CONTENT
/contentassets/785e362fa1c540758fdfab81ec7789b5/rapport-for-bolag-med-statligt-agande-jan-dec-2021.pdf,NO CONTENT
/contentassets/d51b8462132547699d5c6fe3f949400c/remissinstanser-for-promemorian-mottagningsanordningar-i-hamn-for-avfall-fran-fartyg/,NO CONTENT
/contentassets/659ef59b9bbc4657862d7256e231c1ec/radgivande-kommittens-yttrande-2017-10.pdf,NO CONTENT
/contentassets/71d28e1e483d4fa5b8a222d3a6a61a02/ett-ars-forlangd-giltighetstid-for-undersokningstillstand-prop.-202122201.pdf,NO CONTENT
/contentassets/3aa9def1c816447ab21c64c7f6982b7f/betaltjanster--nagra-fortydliganden-prop.-202122202.pdf,NO CONTENT
/contentassets/b6332596f7c54cca9554b97e6910cfe8/effektivare-verktyg-i-utsokningsforfarandet-prop.-202122197.pdf,NO CONTENT
/globalassets/regeringen/dokument/socialdepartementet/funktionshinder/prop-2021-22-214.pdf,NO CONTENT
/contentassets/baeaeb2b8c5b4432b17c1dc0db5e9123/tillaggsdirektiv-till-kreativa-sverige-ku-202103-dir.-202221.pdf,NO CONTENT
/contentassets/fe788846f20440ad94e19e7ced8446cb/remissinstanser-affarsverket-svenska-kraftnats-rapport-kontrollstation-dammsakerhet-2021/,NO CONTENT
/contentassets/6e0a31969ab545ae8bfa7325aff398da/kommenterad-dagordning-infor-jordbruks--och-fiskeradet-den-7-april-2022.pdf,NO CONTENT
/contentassets/0fcb2249e4a845b8a8c4234e235ec197/kommenterad-dagordning-till-ekofinradets-mote-den-5-april-2022.pdf,NO CONTENT
/contentassets/8121d79f9725488bbef04c7ca6d64c02/kommittedirektiv-reglering-av-fisket-for-att-skydda-marina-skyddade-omraden.pdf,NO CONTENT
/contentassets/15aeae67230d44a9a5acb08411c3e2de/remissinstanser-boverkets-rapport-uppdrag-att-utreda-atgarder-for-vissa-sakerhetsrisker-i-aldre-hissar.pdf,NO CONTENT
/contentassets/47986ed744034040a643e88aa04740c5/uppdrag-att-foresla-ett-avgiftssystem-for-statliga-elvagar/,NO CONTENT
/globalassets/regeringen/dokument/utrikesdepartementet/remissinstanser-en-kreditgaranti-for-att-sakra-tillgangen-av-ravaror.pdf,NO CONTENT
/contentassets/e39069007fc84487a2cc07007e08c1bd/uppdrag-att-redogora-for-hur-myndigheten-arbetar-med-att-stalla-krav-i-samband-med-upphandlingar-och-genomforande-av-verksamheten-i-syfte-att-motverka-brottslighet/,NO CONTENT
/contentassets/1b6961c255144e2aacc4e8102af4ee2d/uppdrag-att-ta-fram-och-genomfora-en-handlingsplan-for-forbattrad-sakerhet-vid-arbete-pa-vag/,NO CONTENT
/contentassets/46c07242325646cc9e4bd7d25d7254ab/tillaggsdirektiv-till-skolinformationsutredningen-u-202104-dir-202210/,NO CONTENT
/contentassets/b3ff0a72685e4814b95b8a05e79f22f6/extra-andringsbudget-for-2022--atgarder-for-att-starka-rikets-militara-forsvar-och-kompensation-till-hushallen-for-hoga-elpriser-prop.-202122199.pdf,NO CONTENT
/contentassets/3019660c8799424fbc935522d9e89368/uppdrag-att-framstalla-statistik-om-medlemskap-i-arbetsloshetskassan.pdf,NO CONTENT
/contentassets/d39ba0d34e034f9caf890bc398c2a96b/fordon-ska-kunna-klampas-i-fler-fall/,NO CONTENT
/contentassets/e6559bf20b0546c2bb92645f3a37640d/starkt-ratt-till-skadestand-for-brottsoffer-prop.-202122198.pdf,NO CONTENT
/contentassets/8dc0664a2b88479eb8936cfc9938dd96/strategi-for-sveriges-samarbete-med-unesco-20222025.pdf,NO CONTENT
/contentassets/6949d19dada744f0a459429f143d303c/utredning-om-en-svensk-narkotikapolitik-anpassad-till-nutidens-och-framtidens-utmaningar-dir.-202224,NO CONTENT
/contentassets/1417f82378a94a889d011b4cf960ecf9/insatser-pa-plan--och-byggomradet-med-anledning-av-invasionen-av-ukraina.pdf,NO CONTENT
/contentassets/7f48b783ba63457d9bb5c01a8e316d59/kommenterad-dagordning-infor-radets-mote-for-rattsliga-och-inrikes-fragor-rif-den-28-mars-2022.pdf,NO CONTENT
/contentassets/409d947af3774d0a87d218cdfdd8d835/uppdrag-till-socialstyrelsen-angaende-vagledning-och-uppfoljning-av-reformen-en-fast-omsorgskontakt-i-hemtjansten.pdf,NO CONTENT
/contentassets/e01425d5f62c4144af258f0e32456262/starkt-ratt-till-personlig-assistans-vid-behov-av-egenvard/,NO CONTENT
/contentassets/4e3f6172f23a4564a8f2604a206e0323/en-samlad-strategi-for-alkohol--narkotika--dopnings--och-tobakspolitiken-samt-spel-om-pengar-20222025-skr.-202122213,NO CONTENT
/contentassets/af9a15d0d30948e1a0cbc5249205f036/kommittedirektiv-oversyn-av-karens-och-sjuklon.pdf,NO CONTENT
/contentassets/4286bc5ac8844ecf8f5b5572d9dae276/sekretess-hos-tva-kommissioner.pdf,NO CONTENT
/contentassets/3a5a573a85d643bf843002fbf2c368b5/grundlagsskadestand--ett-rattighetsskydd-for-enskilda.pdf,NO CONTENT
/contentassets/4ca491b5561d4eb79b5220932a8a7bc7/bnp-indexering-av-skatterna-pa-kemikalier-i-viss-elektronik-och-avfallsforbranning.pdf,NO CONTENT
/contentassets/d00026426e8748028e972acb7ee38746/forum-for-levande-historias-framtida-inriktning.pdf,NO CONTENT
/globalassets/regeringen/dokument/utrikesdepartementet/land--och-regionsstrategier/strategi-for-sveriges-utvecklingssamarbete-med-zimbabwe.pdf,NO CONTENT
/contentassets/ae593b3925894072a9296c8e9edfe981/pausad-hojning-av-reduktionsplikten-for-bensin-och-diesel-2023/,NO CONTENT
/contentassets/48a15e98212f4178a6abe6c4edcc8e07/uppdrag-att-foresla-ytterligare-krav-pa-etablering-for-att-bedriva-yrkesmassig-trafik-i-sverige/,NO CONTENT
/contentassets/d465d8245f9d48608130e13d61b0cdc4/uppdrag-att-analysera-och-folja-upp-mobilitetspaketets-genomforande-i-sverige/,NO CONTENT
/contentassets/1626ae355c8e46adbd4a228c30c8596d/remiss-av-europeiska-kommissionens-forslag-till-revidering-av-direktivet-om-unionsmedborgares-rostratt-och-valbarhet-vid-kommunala-val.pdf,NO CONTENT
/contentassets/b5566645ea65442a9437748184ad1ca2/remissinstanser-for-trafikverkets-delrapport-beredskapsflygplatser-for-att-sakra-samhallsviktiga-flygtransporter-och-slutrapport-beredskapsflygplatser-for-att-sakra-samhallsviktiga-flygtransporter/,NO CONTENT
/contentassets/0f38779a50bc44aa978f358706a528f7/remissinstanser-for-transportstyrelsens-utredning-om-forutsattningarna-for-att-fora-vissa-fordon-som-drivs-med-el-eller-andra-alternativa-drivmedel-med-korkortsbehorighet-b/,NO CONTENT
/contentassets/a40eb9a0a68a4d548b77f876300c234e/genomforande-av-mobilitetspaketet-prop.-202122166,NO CONTENT
/contentassets/a6da597e7c634a50a3a0b909650eecab/arbetsmarknadsdepartementet.pdf,NO CONTENT
/contentassets/8db7c8d4764940dc927fcb2bd8117304/andrade-transparensregler-inom-energibeskattningen-prop.-202122165.pdf.pdf,NO CONTENT
/contentassets/f0d1de24b8d64e4c9836407f258f25b1/ett-nytt-mal-for-sjatte-ap-fondens-placeringsverksamhet-prop.-202122146.pdf,NO CONTENT
/contentassets/22f61e2fc42f48e49c80825b82e00779/elevhalsa-och-starkt-utbildning-for-elever-med-intellektuell-funktionsnedsattning-prop-202122162/,NO CONTENT
/contentassets/4524866423cd4d1eaf81e054b3f42701/tillfalligt-tillaggsbidrag-till-barnfamiljer-inom-bostadsbidraget-med-anledning-av-okade-levnadsomkostnader.pdf,NO CONTENT
/contentassets/0ad119058ac24cffbc562637cce0df6d/kommenterad-dagordning-epsco-29-mars-2022.pdf,NO CONTENT
/contentassets/2ce7b79b0e924b13878f4edc8b8bd0fe/skolans-arbete-med-trygghet-och-studiero-prop-202122160/,NO CONTENT
/contentassets/3599f3be7b9b427aa39bb60c97399f8d/nationell-handlingsplan-for-att-implementera-den-europeiska-barngarantin.pdf,NO CONTENT
/contentassets/78471316844041079cdd6d74882f9f2e/remiss-av-europeiska-kommissionens-forslag-till-revidering-av-direktivet-om-unionsmedborgares-rostratt-och-valbarhet-vid-val-till-europaparlamentet.pdf,NO CONTENT
/contentassets/4f0700b304ce4f498ad449d082bf219e/remiss-av-ds-2021-37-forbattrad-hantering-av-arenden-om-overforande-av-straffverkstallighet.pdf,NO CONTENT
/contentassets/1c25839bf3e540649d0075642c290da4/remiss-av-promemorian-behandling-av-kansliga-personuppgifter-hos-kungl-maj-ts-orden-vid-handlaggning-av-beloningsarenden-.pdf,NO CONTENT
/contentassets/2a0dcb2aa2fa48c582ac82c15cb00650/212217500webb.pdf,NO CONTENT
/contentassets/fcaa4e873677493a822e34f3c8f35667/en-ny-vaxtskyddslag-prop.-202122148.pdf,NO CONTENT
/contentassets/72ed0025554c4e82bf0ad6ec47ca98f6/upphorande-av-uppdraget-att-delta-i-genomforandet-av-sveriges-aterhamtningsplan.pdf,NO CONTENT
/contentassets/43847e0cc6254b2fbeaad27e046031e4/en-effektivare-upphandlingstillsyn-ds-20225.pdf,NO CONTENT
/contentassets/0ee0e5d73a5e40b3aa7591d34b6a5ed4/ny-beslutsordning-for-tillstand-att-utforska-kontinentalsockeln.pdf,NO CONTENT
/contentassets/5a65e5756cce472d9d927937ab79cba7/atgarder-mot-fusk-vid-forarprov-och-mot-illegal-utbildningsverksamhet-pa-transportomradet-prop.-202122190,NO CONTENT
/contentassets/fb8e457441af4c0398aebdc6cb8779c2/prop.-2021-22-182.pdf,NO CONTENT
/globalassets/regeringen/dokument/sveriges-ordforandeskap-i-organisationen-for-sakerhet-och-samarbete-i-europa-osse-under-2021-skr-212217000.pdf,NO CONTENT
/globalassets/regeringen/dokument/prop-202122145-vardlandsavtal-sverige-och-internationella-vaccininstitutet.pdf,NO CONTENT
/contentassets/903fcb4778df44e48fb48a7513f0c12b/prop-2021-22-179.pdf,NO CONTENT
/contentassets/5525f2db1d424b6ba4c81defe66b0639/prop--2021-22-181.pdf,NO CONTENT
/contentassets/4dc1b612b37f45179be8aaf50b6ba311/prop--2021-22-180.pdf,NO CONTENT
/contentassets/a6be5202f10146ca8f3cfae277131ec6/prop-2021-22-178.pdf,NO CONTENT
/contentassets/7aa6428a2fc14c37a00c80e227918e15/prop--2021-22-177.pdf,NO CONTENT
/contentassets/72814ca38f48404283ca8c7f9bd20f1a/battre-villkor-for-kommersiell-radio-prop.-202122163.pdf,NO CONTENT
/globalassets/regeringen/block/aktualitetsblock/arbetsmarknadsdepartementet/trygghet-och-omstallning/flexibilitet-omstallningsformaga-och-trygghet.pdf,NO CONTENT
/contentassets/19d2169e7fe1460484344f2e7db80374/en-skyldighet-att-lamna-uppgifter.pdf,NO CONTENT
/contentassets/0ac69dd70c694f34b9947a7cec482931/regional-fysisk-planering-i-hallands-lan-prop.-202122184.pdf,NO CONTENT
/contentassets/41a49362b21448fe8b57b3736d086644/straffbestammelser-till-eus-forordning-om-fartygsatervinning-prop.-202122167,NO CONTENT
/contentassets/dfa5a69171824e3cb37942a5c78ebe9a/ett-moderniserat-konsumentskydd-prop.-202122174.pdf,NO CONTENT
/contentassets/5b5d7888dee84d238af3fb7925e4c8ef/andamalsenliga-undantag-fran-strandskyddet-for-de-areella-naringarna-dir.-202218.pdf,NO CONTENT
/contentassets/355aff179ed04f83acfd827407a74b86/en-okad-differentiering-av-strandskyddet-prop.-202122168.pdf,NO CONTENT
/contentassets/57213e1e4de7436da13dfc745ba45cd9/andrad-nedsattning-av-formansvardet-for-miljoanpassade-bilar.pdf,NO CONTENT
/contentassets/33713a4cc61343c9a5a8a42a87a5c7ed/uppdrag-att-redovisa-och-lamna-forslag-till-hur-tillgangen-till-strategiska-insatsvaror-sakerstalls-och-kan-utvecklas-i-verksamheten/,NO CONTENT
/contentassets/778acb95b9594461b3c4369b06e5b6ae/okad-rattssakerhet-och-snabbare-verkstallighet-i-internationella-familjemal-prop.-202122189.pdf,NO CONTENT
/contentassets/794f2936d9694f20a966f7691ba934a5/kompletterande-bestammelser-till-eus-forordning-om-aterhamtning-och-resolution-av-centrala-motparter-prop.-202122169.pdf,NO CONTENT
/contentassets/12c24c48391848c89f82ad996443899c/jamlika-regler-om-foraldraskap--i-internationella-situationer-prop.-202122188.pdf,NO CONTENT
/contentassets/34d7a6bbf06a416483eab9187cc70bee/inneborden-av-begreppet-helt-forsakringsbestand-prop.-202122154.pdf,NO CONTENT
/contentassets/6089819c29c1486d9948f51a213c412d/riksrevisionens-rapport-om-bosattningslagen-skr.-202122191.pdf,NO CONTENT
/contentassets/3ba74da9e94b4756b87831fd98fb5d4e/en-starkt-rattsprocess-och-en-okad-lagforing-prop.-202122186.pdf,NO CONTENT
/contentassets/e980eace15bf4d28a52aece7e34adaa0/skarpta-straff-for-knivbrott-prop.-202122192.pdf,NO CONTENT
/contentassets/a6fc9c39a8ed4d838784c6b91c2b7ab4/ytterligare-atgarder-mot-fordonsmalvakter/,NO CONTENT
/contentassets/04d5f2c1d05f485583da2451775468e1/skarpt-straff-for-gravfridsbrott-prop.-202122195.pdf,NO CONTENT
/contentassets/d1f505b791044af2ae8ba2d2a848d8f8/tillfalligt-omhandertagande-av-villkorligt--frigivna-och-skyddstillsynsdomda-prop.-202122193.pdf,NO CONTENT
/contentassets/cafe4f3ba3044bbd94553326bad473ef/nya-regler-om-informationsutbyte-om-brottmalsdomar-i-eu-prop.-202122172.pdf,NO CONTENT
/contentassets/d83b01d1c3de4019904bc5c35483e0aa/okad-kontroll-vid-verkstallighet-av-fangelse-med-fotboja-prop.-202122196.pdf,NO CONTENT
/contentassets/3ae578be7e554d83b108e4301e92011c/registrering-av-kontantkort--forbattrad-tillgang-till-uppgifter-for-brottsbekampande-myndigheter-prop.-202122183.pdf,NO CONTENT
/contentassets/4242fbc0d7e14d77966331a0d0087f3d/in--och-utpasseringskontroller-vid-hogskoleprovet-prop-202122155/,NO CONTENT
/contentassets/a7e81669979e4aefa3958097f396d7c5/ett-modernare-straffrattsligt-skydd-mot--hemfridsbrott-och-olaga-intrang-prop.-202122194.pdf,NO CONTENT
/contentassets/4f47e40eed6b4e37aa398c5c5768d9d9/okad-likvardighet-for-skolhuvudman-prop-202122161/,NO CONTENT
/contentassets/b1350a1e73b545d1a5d122000f4da531/sekretess-for-ljuddampare-prop.-202122185.pdf,NO CONTENT
/contentassets/734fb019e000442f8d8effcab15f172c/dimensionering-av-gymnasial-utbildning-for-battre-kompetensforsorjning-prop-202122159/,NO CONTENT
/contentassets/0c56b9fa43ff4a468ce442c74c16aa12/tydligare-krav-pa-fristaende-forskolor-skolor-och-fritidshem-med-konfessionell-inriktning-prop-202122157/,NO CONTENT
/contentassets/5c5a9347f5cf4eb9b5fcb0123cfbdf22/tryggare-bostadsratt-prop.-202122171.pdf,NO CONTENT
/contentassets/321dbc8d53b24bea9f356ba871d2b12f/resursskolor-och-tillaggsbelopp-for-sarskilt-stod-prop-202122156/,NO CONTENT
/contentassets/e2c8f029c84c4a8dba195e232f3b8a7e/genomforande-av-andringar-i-direktivet-om-miljokrav-vid-upphandling-av-bilar-och-vissa-kollektivtrafiktjanster-prop.-202122187,NO CONTENT
/contentassets/698cc2616aa844ca8faf47f9a2d2eca2/ett-mer-likvardigt-skolval-prop-202122158/,NO CONTENT
/contentassets/d76677bfa2564707b22b8ad1ea021c14/remissinstanser-for-it-driftsutredningens-slutbetankande-saker-och-kostnadseffektiv-it-drift--forslag-till-varaktiga-former-for-samordnad-statlig-it-drift/,NO CONTENT
/contentassets/f60ef2e1ab6d4b6e9846aaaba9dd9690/aterkallelse-av-remiss-promemorian-producentansvar-for-batterier.pdf,NO CONTENT
/globalassets/regeringen/dokument/utrikesdepartementet/strategi-for-sveriges-utvecklingssamarbete-med-irak-20222026.pdf,NO CONTENT
/contentassets/3e957c84912647bfa9ad9cf7825a2de4/remiss-av-sou-2021-38-en-ny-lag-om-ordningsvakter-mm.pdf,NO CONTENT
/contentassets/e2b372468be741228c34cc257302d093/genomforande-av-elmarknadsdirektivet-nar-det-galler-natverksamhet-prop.-202122153,NO CONTENT
/contentassets/59ab09c5386240ca9b39aa8ff12c67b6/andring-av-uppdraget-att-vara-projektledare-for-utvecklingen-av-en-digital-infrastruktur-for-vaccinationsintyg/,NO CONTENT
/contentassets/96b3c3f0624a440db2b2938897e09a4b/tillfalligt-sankt-skatt-pa-bensin-och-diesel.pdf,NO CONTENT
/contentassets/4aefbc8fc0204764818d698777ade4e2/remissinstanser-tillfalligt-sankt-skatt-pa-bensin-och-diesel.pdf,NO CONTENT
/contentassets/588e0373fe194e4aa1bf5d10f06db21e/tillaggsdirektiv-biometriutredningen-ju-2021-05-dir-2022-19.pdf,NO CONTENT
/contentassets/eeff3b8531fb4097b2eb5f93a601ad5a/tillaggsdirektiv-till-ett-ordnat-initialt-mottagande-av-asylsokande-ju-2021-12-dir-2022-16.pdf,NO CONTENT
/contentassets/47c6a847ddde4abb840d7b10400daed0/tillaggsdirektiv-till-utredningen-om-hantering-och-kop-av-vissa-krediter-dir-2022-14.pdf,NO CONTENT
/globalassets/regeringen/dokument/regeringskansliet/agenda-2030-och-de-globala-malen-for-hallbar-utveckling/nationell-samordnare-for-agenda-2030/ett_tydligare_ledarskap_for_hallbar_utveckling.pdf,NO CONTENT
/contentassets/0c8fd16179bb4a28b5a5dfe12ef75e20/starkt-kontroll-och-kvalitet-i-folkbokforingen.pdf,NO CONTENT
/contentassets/298fa36f25be484d8b5acfbe849f03ab/uppdrag-att-utveckla-stodet-till-kommuner-med-utsatta-omraden.pdf,NO CONTENT
/contentassets/0480f64620e44ffab5865997cd145a9f/tillaggsdirektiv-till-utredningen-om-utokade-mojligheter-att-anvanda-hemliga-tvangsmedel-ju-202020-dir-2022-13.pdf,NO CONTENT
/contentassets/5de11e897b9b4003962e5d49dd063471/andring-av-uppdraget-om-inrattandet-av-radet-for-hallbara-stader-och-av-anknytande-uppdrag.pdf,NO CONTENT
/contentassets/088908927c384f6a9901c557d515464e/uppdrag-att-betala-ut-ekonomiskt-stod-for-innovativa-och-hallbara-samhallsbyggnadsprojekt-i-norrbottens-och-vasterbottens-lan.pdf,NO CONTENT
/contentassets/03fbb10b31e843b08710d0d91a14204e/remissmissiv-sou-2021_69.pdf,NO CONTENT
/contentassets/96230dd09b984a6eaf2187bba0b37a4d/remissinstanser-for-promemorian-ett-undantag-fran-lokaliseringsprincipen-for-kommunal-bredbandsutbyggnad/,NO CONTENT
/contentassets/9d74b6b2390b4fbcb48c980d96b8a36f/remissinstanser-for-promemorian-sarskilda-atgarder-vid-allvarlig-fara-for-den-allmanna-ordningen-eller-den-inre-sakerheten-i-landet-till-foljd-av-rysslands-aggression-mot-ukraina.pdf,NO CONTENT
/contentassets/044e5ab701d74437b455a6441114dc73/remisslista---remiss-av-betankandet-atgarder-i-gransnara-omraden-sou-202192.pdf,NO CONTENT
/contentassets/112ba974d3a54d62882aabd5e00be39d/oversyn-av-regleringen-pa-el--och-naturgasomradena-dir.-202220,NO CONTENT
/contentassets/d36b783827084c4b999ede8fc77a7987/ursprungsgarantier--genomforande-av-det-omarbetade-fornybartdirektivet-prop.-202122147,NO CONTENT
/contentassets/e73df6cbf7b9428eae2c159c47400d4c/uppdrag-att-stodja-regeringens-arbete-med-fortsatt-digitalisering-av-valfarden-genom-att-identifiera-rattsliga-hinder/,NO CONTENT
